epoch,lr,baseline_acc_average,prediction_acc_average,valid_baseline_acc_average,valid_prediction_acc_average
10.0,0.0031512470486230455,0.6745207058933649,0.8722085664853889,0.6619414385512743,0.8330426198868408
20.0,0.0018867680126765363,0.6745207054940767,0.8948185154648364,0.6619414385512743,0.8627868126688715
30.0,0.0011296777049628276,0.674520705352511,0.908833516738123,0.6619414385512743,0.8652105219446476
40.0,0.0006763797713952794,0.6745207055067813,0.915962817709497,0.6619414385512743,0.8569523197573703
50.0,0.0004049735540879638,0.6745207047935076,0.9201425524065895,0.6619414385512743,0.8638178665451156
60.0,0.00024247262624711545,0.674520706799023,0.9228809992886139,0.6619414385512743,0.8646388007627592
