epoch,lr,baseline_acc_average,prediction_acc_average,valid_baseline_acc_average,valid_prediction_acc_average
10.0,0.0031512470486230455,0.6974864419165719,0.8427737693608807,0.6955263208594125,0.8233390038358083
20.0,0.0018867680126765363,0.6974864421003018,0.8595619837544608,0.6955263208594125,0.8226455437919652
30.0,0.0011296777049628276,0.6974864414101947,0.8704107908384844,0.6955263208594125,0.8303636568959843
40.0,0.0006763797713952794,0.6974864407873057,0.8765607045589645,0.6955263208594125,0.8233164893276423
50.0,0.0004049735540879638,0.69748644039744,0.8822820797718322,0.6955263208594125,0.832633161305254
60.0,0.00024247262624711545,0.6974864419569029,0.887539829914574,0.6955263208594125,0.8349657074195717
