epoch,lr,prediction_error_average,baseline_error_average,valid_prediction_error_average,valid_baseline_error_average
10.0,0.0031512470486230455,8.638778725599636,26.1798637664889,10.833028636933662,17.849539670393458
20.0,0.0018867680126765363,7.791013009296702,26.179863858981182,10.735866879370116,17.849539670393458
30.0,0.0011296777049628276,7.266133595065025,26.17986385037725,9.690580197114954,17.849539670393458
40.0,0.0006763797713952794,6.93408266801277,26.17986383503357,10.310306123348958,17.849539670393458
50.0,0.0004049735540879638,6.787781177862328,26.179863753869796,10.454030626426473,17.849539670393458
60.0,0.00024247262624711545,6.659840548202495,26.179863708842547,10.255192241327299,17.849539670393458
70.0,0.00014517731808828924,6.597368892964792,26.17986375731137,10.151271223901132,17.849539670393458
80.0,8.69230230790188e-05,6.558900393612285,26.179863782692973,10.218871813100643,17.849539670393458
