epoch,lr,prediction_error_average,baseline_error_average,valid_prediction_error_average,valid_baseline_error_average
10.0,0.0031512470486230455,8.723726561323542,23.18913731418672,10.435996211392954,23.239844569106314
20.0,0.0018867680126765363,7.853544009024979,23.188485688850527,9.561553679680529,23.239844569106314
30.0,0.0011296777049628276,7.340472601476263,23.18896493169128,9.575626259120058,23.239844569106314
40.0,0.0006763797713952794,7.076471305772906,23.188663758215355,9.33665127001508,23.239844569106314
50.0,0.0004049735540879638,6.922020800289561,23.189159344454282,9.39458229979059,23.239844569106314
60.0,0.00024247262624711545,6.816650379388059,23.18947358795854,9.273735522755194,23.239844569106314
70.0,0.00014517731808828924,6.751277917232669,23.188865782784635,9.232296420427865,23.239844569106314
80.0,8.69230230790188e-05,6.698476171395818,23.1890932419261,9.404228606204375,23.239844569106314
